timestamp (in seconds),bus_trip_no,status,bus_stop_no,latitude,longitude,distance
1112,1,DISPATCHED_FROM,1,45.492786,-122.401855,0.0
1113,1,TRANSIT_TO,2,45.4928668,-122.40211635,22.263518334838864
1114,1,TRANSIT_TO,2,45.4929476,-122.4023777,44.52703666967773
1115,1,TRANSIT_TO,2,45.4930284,-122.40263904999999,66.79055500451659
1116,1,TRANSIT_TO,2,45.4931092,-122.4029004,89.05407333935545
1117,1,TRANSIT_TO,2,45.493190000000006,-122.40316175,111.31759167419432
1118,1,TRANSIT_TO,2,45.493270800000005,-122.4034231,133.58111000903318
1119,1,TRANSIT_TO,2,45.493351600000004,-122.40368445,155.84462834387205
1120,1,TRANSIT_TO,2,45.4934324,-122.4039458,178.1081466787109
1121,1,TRANSIT_TO,2,45.4935132,-122.40420714999999,200.37166501354977
1122,1,TRANSIT_TO,2,45.493594,-122.4044685,222.63518334838864
1123,1,TRANSIT_TO,2,45.4936748,-122.40472985,244.8987016832275
1124,1,TRANSIT_TO,2,45.4937556,-122.4049912,267.16222001806636
1125,1,TRANSIT_TO,2,45.4938364,-122.40525255,289.4257383529052
1126,1,TRANSIT_TO,2,45.493917200000006,-122.4055139,311.6892566877441
1127,1,TRANSIT_TO,2,45.493998000000005,-122.40577524999999,333.95277502258295
1128,1,TRANSIT_TO,2,45.494078800000004,-122.4060366,356.2162933574218
1129,1,TRANSIT_TO,2,45.4941596,-122.40629795,378.4798116922607
1130,1,TRANSIT_TO,2,45.4942404,-122.4065593,400.74333002709955
1131,1,TRANSIT_TO,2,45.4943212,-122.40682065,423.0068483619384
1132,1,TRANSIT_TO,2,45.494402,-122.407082,445.2703666967773
1133,1,TRANSIT_TO,2,45.4944828,-122.40734334999999,467.53388503161614
1134,1,TRANSIT_TO,2,45.4945636,-122.4076047,489.797403366455
1135,1,TRANSIT_TO,2,45.494644400000006,-122.40786605,512.0609217012939
1136,1,TRANSIT_TO,2,45.494725200000005,-122.4081274,534.3244400361327
1137,1,TRANSIT_TO,2,45.494806000000004,-122.40838875,556.5879583709716
1138,1,TRANSIT_TO,2,45.4948868,-122.4086501,578.8514767058105
1139,1,TRANSIT_TO,2,45.4949676,-122.40891144999999,601.1149950406493
1140,1,TRANSIT_TO,2,45.4950484,-122.4091728,623.3785133754882
1141,1,TRANSIT_TO,2,45.4951292,-122.40943415,645.642031710327
1142,1,TRANSIT_TO,2,45.49521,-122.4096955,667.9055500451659
1143,1,TRANSIT_TO,2,45.4952908,-122.40995685,690.1690683800048
1144,1,TRANSIT_TO,2,45.495371600000006,-122.4102182,712.4325867148436
1145,1,TRANSIT_TO,2,45.495452400000005,-122.41047954999999,734.6961050496825
1146,1,TRANSIT_TO,2,45.495533200000004,-122.4107409,756.9596233845214
1147,1,TRANSIT_TO,2,45.495614,-122.41100225,779.2231417193602
1148,1,TRANSIT_TO,2,45.4956948,-122.4112636,801.4866600541991
1149,1,TRANSIT_TO,2,45.4957756,-122.41152495,823.750178389038
1150,1,TRANSIT_TO,2,45.4958564,-122.4117863,846.0136967238768
1151,1,TRANSIT_TO,2,45.4959372,-122.41204764999999,868.2772150587157
1152,1,TRANSIT_TO,2,45.496018,-122.412309,890.5407333935545
1153,1,TRANSIT_TO,2,45.496098800000006,-122.41257035,912.8042517283934
1154,1,TRANSIT_TO,2,45.496179600000005,-122.4128317,935.0677700632323
1155,1,TRANSIT_TO,2,45.496260400000004,-122.41309305,957.3312883980711
1156,1,TRANSIT_TO,2,45.4963412,-122.4133544,979.59480673291
1157,1,TRANSIT_TO,2,45.496422,-122.41361574999999,1001.8583250677489
1158,1,TRANSIT_TO,2,45.4965028,-122.4138771,1024.1218434025877
1159,1,TRANSIT_TO,2,45.4965836,-122.41413845,1046.3853617374266
1160,1,TRANSIT_TO,2,45.4966644,-122.4143998,1068.6488800722655
1161,1,TRANSIT_TO,2,45.4967452,-122.41466115,1090.9123984071043
1162,1,TRANSIT_TO,2,45.496826,-122.4149225,1113.1759167419432
1163,1,TRANSIT_TO,2,45.496906800000005,-122.41518384999999,1135.439435076782
1164,1,TRANSIT_TO,2,45.496987600000004,-122.4154452,1157.702953411621
1165,1,TRANSIT_TO,2,45.4970684,-122.41570655,1179.9664717464598
1166,1,TRANSIT_TO,2,45.4971492,-122.4159679,1202.2299900812986
1167,1,TRANSIT_TO,2,45.49723,-122.41622925,1224.4935084161375
1168,1,TRANSIT_TO,2,45.4973108,-122.41649059999999,1246.7570267509764
1169,1,TRANSIT_TO,2,45.4973916,-122.41675194999999,1269.0205450858152
1170,1,TRANSIT_TO,2,45.4974724,-122.4170133,1291.284063420654
1171,1,TRANSIT_TO,2,45.4975532,-122.41727465,1313.547581755493
1172,1,TRANSIT_TO,2,45.497634000000005,-122.417536,1335.8111000903318
1173,1,TRANSIT_TO,2,45.497714800000004,-122.41779735,1358.0746184251707
1174,1,TRANSIT_TO,2,45.4977956,-122.41805869999999,1380.3381367600095
1175,1,TRANSIT_TO,2,45.4978764,-122.41832004999999,1402.6016550948484
1176,1,TRANSIT_TO,2,45.4979572,-122.4185814,1424.8651734296873
1177,1,TRANSIT_TO,2,45.498038,-122.41884275,1447.1286917645261
1178,1,TRANSIT_TO,2,45.4981188,-122.4191041,1469.392210099365
1179,1,TRANSIT_TO,2,45.4981996,-122.41936545,1491.6557284342039
1180,1,TRANSIT_TO,2,45.4982804,-122.41962679999999,1513.9192467690427
1181,1,TRANSIT_TO,2,45.498361200000005,-122.41988814999999,1536.1827651038816
1182,1,TRANSIT_TO,2,45.498442000000004,-122.4201495,1558.4462834387205
1183,1,TRANSIT_TO,2,45.4985228,-122.42041085,1580.7098017735593
1184,1,TRANSIT_TO,2,45.4986036,-122.4206722,1602.9733201083982
1185,1,TRANSIT_TO,2,45.4986844,-122.42093355,1625.236838443237
1186,1,TRANSIT_TO,2,45.4987652,-122.42119489999999,1647.500356778076
1187,1,TRANSIT_TO,2,45.498846,-122.42145624999999,1669.7638751129148
1188,1,TRANSIT_TO,2,45.4989268,-122.4217176,1692.0273934477536
1189,1,TRANSIT_TO,2,45.4990076,-122.42197895,1714.2909117825925
1190,1,TRANSIT_TO,2,45.499088400000005,-122.4222403,1736.5544301174314
1191,1,TRANSIT_TO,2,45.499169200000004,-122.42250165,1758.8179484522702
1192,1,TRANSIT_TO,2,45.49925,-122.42276299999999,1781.081466787109
1193,1,TRANSIT_TO,2,45.4993308,-122.42302434999999,1803.344985121948
1194,1,TRANSIT_TO,2,45.4994116,-122.4232857,1825.6085034567868
1195,1,TRANSIT_TO,2,45.4994924,-122.42354705,1847.8720217916257
1196,1,TRANSIT_TO,2,45.4995732,-122.4238084,1870.1355401264645
1197,1,TRANSIT_TO,2,45.499654,-122.42406975,1892.3990584613034
1198,1,TRANSIT_TO,2,45.4997348,-122.42433109999999,1914.6625767961423
1199,1,TRANSIT_TO,2,45.499815600000005,-122.42459244999999,1936.9260951309811
1200,1,TRANSIT_TO,2,45.499896400000004,-122.4248538,1959.18961346582
1201,1,TRANSIT_TO,2,45.499977200000004,-122.42511515,1981.4531318006589
1202,1,TRANSIT_TO,2,45.500058,-122.4253765,2003.7166501354977
1203,1,TRANSIT_TO,2,45.5001388,-122.42563785,2025.9801684703366
1204,1,TRANSIT_TO,2,45.5002196,-122.42589919999999,2048.2436868051755
1205,1,TRANSIT_TO,2,45.5003004,-122.42616054999999,2070.5072051400143
1206,1,TRANSIT_TO,2,45.5003812,-122.4264219,2092.770723474853
1207,1,TRANSIT_TO,2,45.500462,-122.42668325,2115.034241809692
1208,1,TRANSIT_TO,2,45.500542800000005,-122.4269446,2137.297760144531
1209,1,TRANSIT_TO,2,45.500623600000004,-122.42720595,2159.56127847937
1210,1,TRANSIT_TO,2,45.500704400000004,-122.42746729999999,2181.8247968142086
1211,1,TRANSIT_TO,2,45.5007852,-122.42772864999999,2204.0883151490475
1212,1,STOPPED_AT,2,45.500866,-122.42799,2226.3518334838864
1213,1,DWELL_AT,2,45.500866,-122.42799,2226.3518334838864
